"","word","freq"
"2551","souls",3
"2552","sowie",3
"2553","spanish",3
"2554","spend",3
"2555","spending",3
"2556","square",3
"2557","staat",3
"2558","staatliche",3
"2559","stable",3
"2560","staff",3
"2561","stained",3
"2562","stakes",3
"2563","stalins",3
"2564","standards",3
"2565","stands",3
"2566","stark",3
"2567","starlink",3
"2568","station",3
"2569","stick",3
"2570","stoking",3
"2571","stoprussia",3
"2572","strange",3
"2573","street",3
"2574","strike",3
"2575","stronger",3
"2576","strongly",3
"2577","struggle",3
"2578","stuck",3
"2579","stumble",3
"2580","suc",3
"2581","sucked",3
"2582","sudetenland",3
"2583","suffered",3
"2584","suggest",3
"2585","suicide",3
"2586","summer",3
"2587","summit",3
"2588","superbowl",3
"2589","superior",3
"2590","suppose",3
"2591","supposed",3
"2592","surprise",3
"2593","suspect",3
"2594","system",3
"2595","takeover",3
"2596","targets",3
"2597","tax",3
"2598","teach",3
"2599","teams",3
"2600","telegram",3
"2601","temporarily",3
"2602","tend",3
"2603","terminals",3
"2604","terrorism",3
"2605","terrorist",3
"2606","theyd",3
"2607","theyll",3
"2608","throwing",3
"2609","todays",3
"2610","tories",3
"2611","tot",3
"2612","toxic",3
"2613","trading",3
"2614","trained",3
"2615","trick",3
"2616","trip",3
"2617","turkish",3
"2618","turkiye",3
"2619","twenty",3
"2620","tyranny",3
"2621","tyrant",3
"2622","ukraineunderattaсk",3
"2623","ukrainewe",3
"2624","ukrainianswillresist",3
"2625","ukrainische",3
"2626","ultimate",3
"2627","unbelievable",3
"2628","uncertain",3
"2629","uncle",3
"2630","unfair",3
"2631","unity",3
"2632","unsc",3
"2633","unterstützung",3
"2634","update",3
"2635","upside",3
"2636","urging",3
"2637","utter",3
"2638","utterly",3
"2639","vaccine",3
"2640","vast",3
"2641","veterans",3
"2642","veto",3
"2643","visited",3
"2644","vlad",3
"2645","volodymyr",3
"2646","vom",3
"2647","voting",3
"2648","waged",3
"2649","wages",3
"2650","walk",3
"2651","wall",3
"2652","wanna",3
"2653","wäre",3
"2654","waren",3
"2655","warif",3
"2656","waris",3
"2657","warjohnson",3
"2658","warmongers",3
"2659","waror",3
"2660","warriors",3
"2661","warsaw",3
"2662","warthe",3
"2663","warum",3
"2664","warzone",3
"2665","ways",3
"2666","weaponry",3
"2667","web",3
"2668","websites",3
"2669","wegen",3
"2670","whatsoever",3
"2671","whitehouse",3
"2672","whom",3
"2673","whose",3
"2674","winwin",3
"2675","wishes",3
"2676","wollen",3
"2677","wonderful",3
"2678","workers",3
"2679","worldwariii",3
"2680","worries",3
"2681","wounded",3
"2682","wrussia",3
"2683","würde",3
"2684","y",3
"2685","youll",3
"2686","youtube",3
"2687","вторжение",3
"2688","が",3
"2689","こと",3
"2690","に",3
"2691","の",3
"2692","热爱",3
"2693","abandon",2
"2694","abandoning",2
"2695","abilities",2
"2696","abramenko",2
"2697","abruptly",2
"2698","absurd",2
"2699","abt",2
"2700","accepting",2
"2701","accomplice",2
"2702","accusing",2
"2703","achieved",2
"2704","acted",2
"2705","activists",2
"2706","activities",2
"2707","ad",2
"2708","added",2
"2709","admitted",2
"2710","adults",2
"2711","advance",2
"2712","advantage",2
"2713","affairs",2
"2714","affecting",2
"2715","afghans",2
"2716","age",2
"2717","agent",2
"2718","agents",2
"2719","aggressively",2
"2720","agitating",2
"2721","agreeing",2
"2722","ah",2
"2723","aimed",2
"2724","aims",2
"2725","airborne",2
"2726","airspace",2
"2727","airstrike",2
"2728","aka",2
"2729","aktuell",2
"2730","alarm",2
"2731","alaska",2
"2732","albert",2
"2733","alex",2
"2734","alltime",2
"2735","alternative",2
"2736","amassed",2
"2737","amen",2
"2738","amounts",2
"2739","angst",2
"2740","anonymous",2
"2741","antisemitism",2
"2742","antiukraine",2
"2743","anxiety",2
"2744","anyones",2
"2745","ap",2
"2746","apartment",2
"2747","apologist",2
"2748","app",2
"2749","apply",2
"2750","appropriate",2
"2751","arab",2
"2752","arabia",2
"2753","arena",2
"2754","arguing",2
"2755","armor",2
"2756","arrests",2
"2757","articles",2
"2758","asleep",2
"2759","assad",2
"2760","assert",2
"2761","assessments",2
"2762","asshole",2
"2763","assist",2
"2764","assisting",2
"2765","assuming",2
"2766","assumption",2
"2767","assured",2
"2768","atleast",2
"2769","attending",2
"2770","attractive",2
"2771","au",2
"2772","audacity",2
"2773","ausreisen",2
"2774","australian",2
"2775","australians",2
"2776","authority",2
"2777","aux",2
"2778","averting",2
"2779","avoiding",2
"2780","awakening",2
"2781","axe",2
"2782","backdrop",2
"2783","balanced",2
"2784","baldiges",2
"2785","baltikum",2
"2786","ban",2
"2787","bandera",2
"2788","banging",2
"2789","banned",2
"2790","baptist",2
"2791","barcelona",2
"2792","barrel",2
"2793","bars",2
"2794","base",2
"2795","baseball",2
"2796","basement",2
"2797","bash",2
"2798","basket",2
"2799","battles",2
"2800","beaten",2
"2801","beats",2
"2802","beefing",2
"2803","begging",2
"2804","beijings",2
"2805","beings",2
"2806","belarusian",2
"2807","belgorod",2
"2808","belli",2
"2809","beneficial",2
"2810","benefits",2
"2811","bernie",2
"2812","bestand",2
"2813","bestcase",2
"2814","besuch",2
"2815","betrayed",2
"2816","betterment",2
"2817","betting",2
"2818","bezeichnet",2
"2819","bid",2
"2820","bidenworstpresidentever",2
"2821","bills",2
"2822","bio",2
"2823","birthday",2
"2824","bite",2
"2825","blazing",2
"2826","bleeding",2
"2827","blitz",2
"2828","blob",2
"2829","blocked",2
"2830","bloodymir",2
"2831","blow",2
"2832","blown",2
"2833","bluff",2
"2834","body",2
"2835","bojo",2
"2836","bombings",2
"2837","bonds",2
"2838","boring",2
"2839","borisjohnsonout",2
"2840","bother",2
"2841","bought",2
"2842","bound",2
"2843","bowl",2
"2844","braced",2
"2845","brady",2
"2846","brains",2
"2847","brands",2
"2848","bravest",2
"2849","bread",2
"2850","breakout",2
"2851","breakthrough",2
"2852","brent",2
"2853","bridge",2
"2854","brief",2
"2855","briefing",2
"2856","bulgaria",2
"2857","bundeskanzler",2
"2858","bundesrepublik",2
"2859","bunker",2
"2860","burden",2
"2861","bush",2
"2862","butchering",2
"2863","butts",2
"2864","bw",2
"2865","ca",2
"2866","ça",2
"2867","cabaret",2
"2868","california",2
"2869","cancel",2
"2870","canceled",2
"2871","capable",2
"2872","capitalists",2
"2873","cards",2
"2874","career",2
"2875","carlsons",2
"2876","carter",2
"2877","cases",2
"2878","cast",2
"2879","casus",2
"2880","cbc",2
"2881","cc",2
"2882","ccp",2
"2883","cease",2
"2884","challenges",2
"2885","challenging",2
"2886","chaplain",2
"2887","chapter",2
"2888","characters",2
"2889","cheap",2
"2890","checks",2
"2891","chelsea",2
"2892","chernobyl",2
"2893","chicago",2
"2894","chill",2
"2895","chimed",2
"2896","chinarussia",2
"2897","choices",2
"2898","chooses",2
"2899","chose",2
"2900","christians",2
"2901","chruschtschov",2
"2902","churchill",2
"2903","churchillian",2
"2904","circumstances",2
"2905","clarification",2
"2906","climatecrisis",2
"2907","closed",2
"2908","closely",2
"2909","clueless",2
"2910","cluster",2
"2911","coalition",2
"2912","cognitive",2
"2913","coldwar",2
"2914","collapsed",2
"2915","colonel",2
"2916","color",2
"2917","colours",2
"2918","commemorate",2
"2919","commence",2
"2920","comment",2
"2921","commons",2
"2922","como",2
"2923","companyfunded",2
"2924","compared",2
"2925","compensation",2
"2926","complains",2
"2927","completely",2
"2928","comprised",2
"2929","con",2
"2930","concentration",2
"2931","concerning",2
"2932","condemns",2
"2933","conduct",2
"2934","confidence",2
"2935","confirms",2
"2936","conflictorusiaucrania",2
"2937","confrontation",2
"2938","connection",2
"2939","conscripted",2
"2940","consequence",2
"2941","conservatives",2
"2942","constantly",2
"2943","context",2
"2944","contrary",2
"2945","contrast",2
"2946","controlled",2
"2947","conventions",2
"2948","convoy",2
"2949","convoys",2
"2950","cool",2
"2951","cooperation",2
"2952","copy",2
"2953","corbyn",2
"2954","corner",2
"2955","cornered",2
"2956","corporation",2
"2957","corruption",2
"2958","count",2
"2959","counterpart",2
"2960","countless",2
"2961","courts",2
"2962","covered",2
"2963","cowardly",2
"2964","crap",2
"2965","cream",2
"2966","creation",2
"2967","credit",2
"2968","crippling",2
"2969","crisiucraina",2
"2970","criticize",2
"2971","crosses",2
"2972","crushed",2
"2973","cs",2
"2974","cue",2
"2975","cult",2
"2976","curb",2
"2977","currency",2
"2978","cyberattacks",2
"2979","cyberspace",2
"2980","cycle",2
"2981","dads",2
"2982","damaging",2
"2983","dark",2
"2984","dealings",2
"2985","dealt",2
"2986","debrief",2
"2987","debries",2
"2988","decade",2
"2989","deliberately",2
"2990","delivered",2
"2991","delusional",2
"2992","demented",2
"2993","dementia",2
"2994","democratically",2
"2995","demonstrated",2
"2996","denen",2
"2997","denmark",2
"2998","departure",2
"2999","depending",2
"3000","depleted",2
"3001","deployed",2
"3002","depression",2
"3003","desired",2
"3004","despicable",2
"3005","despot",2
"3006","destined",2
"3007","destiny",2
"3008","destroys",2
"3009","destructive",2
"3010","deterrent",2
"3011","deutsche",2
"3012","deutschen",2
"3013","deutschland",2
"3014","developed",2
"3015","dezember",2
"3016","diatribe",2
"3017","dies",2
"3018","diese",2
"3019","digital",2
"3020","dip",2
"3021","diplomatically",2
"3022","disappear",2
"3023","discrimination",2
"3024","discussed",2
"3025","discussing",2
"3026","discussions",2
"3027","disgraceful",2
"3028","disintegration",2
"3029","disrupt",2
"3030","disruption",2
"3031","dissolve",2
"3032","distant",2
"3033","divides",2
"3034","divisions",2
"3035","documenting",2
"3036","doomsday",2
"3037","dozen",2
"3038","dozens",2
"3039","draft",2
"3040","dramatically",2
"3041","drawing",2
"3042","dress",2
"3043","drills",2
"3044","driving",2
"3045","drug",2
"3046","drum",2
"3047","drunk",2
"3048","du",2
"3049","dubious",2
"3050","dumb",2
"3051","dürfen",2
"3052","dutton",2
"3053","dynamics",2
"3054","dzięki",2
"3055","ease",2
"3056","easily",2
"3057","echoes",2
"3058","ed",2
"3059","educate",2
"3060","effing",2
"3061","eh",2
"3062","eigentlich",2
"3063","eight",2
"3064","elites",2
"3065","embrace",2
"3066","emotional",2
"3067","empathy",2
"3068","empire",2
"3069","enablers",2
"3070","encirclement",2
"3071","encirclements",2
"3072","ende",2
"3073","endlesswar",2
"3074","endorsing",2
"3075","enemies",2
"3076","engaged",2
"3077","enlargement",2
"3078","enormous",2
"3079","entering",2
"3080","episode",2
"3081","equally",2
"3082","equipped",2
"3083","erklärt",2
"3084","erst",2
"3085","erste",2
"3086","established",2
"3087","estate",2
"3088","etwa",2
"3089","evacuates",2
"3090","evacuation",2
"3091","evacuations",2
"3092","evangelical",2
"3093","exact",2
"3094","exchange",2
"3095","exchanged",2
"3096","excuses",2
"3097","existential",2
"3098","exles",2
"3099","expands",2
"3100","expansionist",2
"3101","expedite",2
"3102","expensive",2
"3103","explanation",2
"3104","explosions",2
"3105","expressed",2
"3106","faced",2
"3107","facts",2
"3108","fails",2
"3109","failures",2
"3110","fallen",2
"3111","falls",2
"3112","famine",2
"3113","fantasy",2
"3114","fascists",2
"3115","fashion",2
"3116","fatal",2
"3117","faux",2
"3118","feeds",2
"3119","fees",2
"3120","felt",2
"3121","field",2
"3122","fifth",2
"3123","fightwe",2
"3124","film",2
"3125","financially",2
"3126","finger",2
"3127","finished",2
"3128","fixed",2
"3129","fk",2
"3130","flattening",2
"3131","fledgling",2
"3132","flee",2
"3133","fleet",2
"3134","flew",2
"3135","flight",2
"3136","fm",2
"3137","focusing",2
"3138","fog",2
"3139","fold",2
"3140","folgen",2
"3141","folk",2
"3142","folly",2
"3143","fondly",2
"3144","fool",2
"3145","foolish",2
"3146","football",2
"3147","footing",2
"3148","forced",2
"3149","foreigners",2
"3150","forgot",2
"3151","founded",2
"3152","fp",2
"3153","fragen",2
"3154","francegermany",2
"3155","frankfurt",2
"3156","friedlich",2
"3157","friendly",2
"3158","frigging",2
"3159","frontlines",2
"3160","fronts",2
"3161","frustrated",2
"3162","frustration",2
"3163","fucked",2
"3164","fuelling",2
"3165","fundamentally",2
"3166","futures",2
"3167","fyi",2
"3168","fyp",2
"3169","gallon",2
"3170","gambit",2
"3171","garbage",2
"3172","gathered",2
"3173","gathering",2
"3174","gb",2
"3175","gdp",2
"3176","gegen",2
"3177","gemacht",2
"3178","generals",2
"3179","generation",2
"3180","genuine",2
"3181","genuinely",2
"3182","georgian",2
"3183","georgien",2
"3184","gerne",2
"3185","gestrige",2
"3186","getan",2
"3187","gh",2
"3188","gib",2
"3189","gibt",2
"3190","glad",2
"3191","glaubt",2
"3192","globalist",2
"3193","golan",2
"3194","goodbye",2
"3195","gordon",2
"3196","gorussia",2
"3197","grad",2
"3198","grain",2
"3199","grand",2
"3200","grandma",2
"3201","grandmother",2
"3202","grandpa",2
"3203","grasp",2
"3204","gray",2
"3205","greek",2
"3206","green",2
"3207","greenlight",2
"3208","greenlighted",2
"3209","grid",2
"3210","grip",2
"3211","größte",2
"3212","grounds",2
"3213","grow",2
"3214","grub",2
"3215","gruppe",2
"3216","guards",2
"3217","guerin",2
"3218","guidelines",2
"3219","gunfire",2
"3220","gut",2
"3221","gutich",2
"3222","hackerattacke",2
"3223","halfheartedly",2
"3224","handed",2
"3225","happily",2
"3226","harbor",2
"3227","harmony",2
"3228","harsher",2
"3229","hated",2
"3230","hatten",2
"3231","havoc",2
"3232","hawk",2
"3233","hawks",2
"3234","heads",2
"3235","hearing",2
"3236","hed",2
"3237","height",2
"3238","heilemann",2
"3239","helpukraine",2
"3240","helsinki",2
"3241","hier",2
"3242","highstakes",2
"3243","hilfe",2
"3244","hill",2
"3245","hillary",2
"3246","historical",2
"3247","historically",2
"3248","hofft",2
"3249","holds",2
"3250","holiday",2
"3251","holy",2
"3252","homeland",2
"3253","homeless",2
"3254","homes",2
"3255","honest",2
"3256","honorable",2
"3257","hopeful",2
"3258","horizon",2
"3259","host",2
"3260","hostage",2
"3261","hosted",2
"3262","hostile",2
"3263","hr",2
"3264","hunch",2
"3265","hurricane",2
"3266","hurt",2
"3267","husband",2
"3268","husbands",2
"3269","hypocrite",2
"3270","ibc",2
"3271","ideals",2
"3272","ideas",2
"3273","idle",2
"3274","ignite",2
"3275","ignore",2
"3276","ihm",2
"3277","ihre",2
"3278","imf",2
"3279","impasse",2
"3280","impeached",2
"3281","imperial",2
"3282","imperialistic",2
"3283","implementation",2
"3284","implemented",2
"3285","implications",2
"3286","imposed",2
"3287","imprisons",2
"3288","improve",2
"3289","in",2
"3290","inability",2
"3291","incite",2
"3292","include",2
"3293","increasing",2
"3294","incredibly",2
"3295","indians",2
"3296","indigenous",2
"3297","individuals",2
"3298","ineffective",2
"3299","inform",2
"3300","inhabitants",2
"3301","inhumane",2
"3302","initial",2
"3303","innocents",2
"3304","ins",2
"3305","insightful",2
"3306","inspiring",2
"3307","instability",2
"3308","install",2
"3309","instance",2
"3310","instigate",2
"3311","instigated",2
"3312","intentional",2
"3313","inter",2
"3314","interior",2
"3315","intervene",2
"3316","intervention",2
"3317","interview",2
"3318","interviewrussia",2
"3319","invasions",2
"3320","invest",2
"3321","investors",2
"3322","invites",2
"3323","invoked",2
"3324","iq",2
"3325","iranmeast",2
"3326","iron",2
"3327","ironically",2
"3328","irrational",2
"3329","irreparable",2
"3330","isolation",2
"3331","issued",2
"3332","italians",2
"3333","itd",2
"3334","ivashov",2
"3335","january",2
"3336","jeder",2
"3337","jehovahs",2
"3338","jest",2
"3339","jesus",2
"3340","jet",2
"3341","jews",2
"3342","joebiden",2
"3343","jokes",2
"3344","journalist",2
"3345","journos",2
"3346","jquery",2
"3347","jr",2
"3348","judgement",2
"3349","jung",2
"3350","jungen",2
"3351","junior",2
"3352","justice",2
"3353","justin",2
"3354","kabul",2
"3355","kasachstan",2
"3356","kashmir",2
"3357","kay",2
"3358","kein",2
"3359","keine",2
"3360","keith",2
"3361","key",2
"3362","khan",2
"3363","khz",2
"3364","kicked",2
"3365","kicks",2
"3366","killings",2
"3367","kindergarten",2
"3368","kindness",2
"3369","kings",2
"3370","kissy",2
"3371","kno",2
"3372","knowing",2
"3373","kommt",2
"3374","konnte",2
"3375","kyle",2
"3376","l",2
"3377","lacking",2
"3378","lag",2
"3379","lands",2
"3380","larger",2
"3381","largescale",2
"3382","lately",2
"3383","latvia",2
"3384","laugh",2
"3385","laughing",2
"3386","launches",2
"3387","laws",2
"3388","lawyers",2
"3389","lazy",2
"3390","league",2
"3391","lebanon",2
"3392","leben",2
"3393","legacy",2
"3394","legit",2
"3395","legitimacy",2
"3396","lend",2
"3397","lens",2
"3398","leonid",2
"3399","levels",2
"3400","lgbttiq",2
"3401","liberated",2
"3402","lifelinemedia",2
"3403","lifelinenews",2
"3404","likewise",2
"3405","limit",2
"3406","listened",2
"3407","listens",2
"3408","literal",2
"3409","liverpool",2
"3410","loan",2
"3411","lobby",2
"3412","located",2
"3413","lock",2
"3414","lockheed",2
"3415","logistical",2
"3416","logistics",2
"3417","lossimperial",2
"3418","loving",2
"3419","lower",2
"3420","loyalists",2
"3421","lucky",2
"3422","lukoil",2
"3423","lybia",2
"3424","m",2
"3425","machen",2
"3426","machines",2
"3427","madman",2
"3428","mafia",2
"3429","mainstream",2
"3430","makers",2
"3431","male",2
"3432","mandate",2
"3433","maneuvering",2
"3434","maniac",2
"3435","manipulating",2
"3436","manipulation",2
"3437","marine",2
"3438","martial",2
"3439","martin",2
"3440","más",2
"3441","massiver",2
"3442","mate",2
"3443","matters",2
"3444","meaningful",2
"3445","meant",2
"3446","meantime",2
"3447","medias",2
"3448","meets",2
"3449","mega",2
"3450","mehrheitlich",2
"3451","meiner",2
"3452","meinung",2
"3453","menschen",2
"3454","merchants",2
"3455","messy",2
"3456","metallica",2
"3457","mic",2
"3458","midnight",2
"3459","mindrussia",2
"3460","minimal",2
"3461","ministry",2
"3462","minorities",2
"3463","minutes",2
"3464","miscalculated",2
"3465","misinformation",2
"3466","missles",2
"3467","mistakes",2
"3468","mitgliedschaft",2
"3469","mobile",2
"3470","möglich",2
"3471","molotov",2
"3472","moments",2
"3473","monday",2
"3474","monitoring",2
"3475","moon",2
"3476","morgen",2
"3477","mounts",2
"3478","mouth",2
"3479","movies",2
"3480","mps",2
"3481","mums",2
"3482","munitions",2
"3483","murdered",2
"3484","murdering",2
"3485","muslims",2
"3486","nachgang",2
"3487","nacht",2
"3488","nah",2
"3489","napoleon",2
"3490","narendra",2
"3491","narratives",2
"3492","nationalism",2
"3493","nationals",2
"3494","natonato",2
"3495","natorussia",2
"3496","naval",2
"3497","necessarily",2
"3498","needlessly",2
"3499","negative",2
"3500","negotiate",2
"3501","negotiating",2
"3502","nehmen",2
"3503","neighbor",2
"3504","neighboring",2
"3505","neighbors",2
"3506","neighbourhood",2
"3507","nein",2
"3508","neonazis",2
"3509","nervous",2
"3510","nft",2
"3511","nfts",2
"3512","nickferrairussia",2
"3513","nigeria",2
"3514","nightmare",2
"3515","nixon",2
"3516","nk",2
"3517","nochmal",2
"3518","noflyzone",2
"3519","noncombatants",2
"3520","northern",2
"3521","notifications",2
"3522","notified",2
"3523","notion",2
"3524","ns",2
"3525","nyt",2
"3526","objective",2
"3527","obsessed",2
"3528","occur",2
"3529","occurring",2
"3530","of",2
"3531","offense",2
"3532","offer",2
"3533","officer",2
"3534","ohne",2
"3535","okay",2
"3536","oldenburg",2
"3537","olga",2
"3538","olympischen",2
"3539","omicron",2
"3540","onto",2
"3541","oo",2
"3542","oooo",2
"3543","opened",2
"3544","opening",2
"3545","openly",2
"3546","operating",2
"3547","opportunites",2
"3548","opposition",2
"3549","ordered",2
"3550","original",2
"3551","orla",2
"3552","os",2
"3553","osten",2
"3554","ou",2
"3555","ourselves",2
"3556","outlook",2
"3557","overreach",2
"3558","overrun",2
"3559","overthrow",2
"3560","pacific",2
"3561","package",2
"3562","pale",2
"3563","palestinians",2
"3564","panicked",2
"3565","papers",2
"3566","pariah",2
"3567","parking",2
"3568","partei",2
"3569","participation",2
"3570","partners",2
"3571","pas",2
"3572","passionately",2
"3573","passport",2
"3574","patronen",2
"3575","paul",2
"3576","pazmundial",2
"3577","peaceforukraine",2
"3578","pearl",2
"3579","pending",2
"3580","perished",2
"3581","persecutes",2
"3582","petersburg",2
"3583","photojournalism",2
"3584","photos",2
"3585","pictured",2
"3586","pipe",2
"3587","pippas",2
"3588","pity",2
"3589","platform",2
"3590","played",2
"3591","player",2
"3592","pleading",2
"3593","pleased",2
"3594","plebs",2
"3595","plot",2
"3596","plz",2
"3597","pocket",2
"3598","pointing",2
"3599","points",2
"3600","poked",2
"3601","politically",2
"3602","politician",2
"3603","politik",2
"3604","polling",2
"3605","polls",2
"3606","poltava",2
"3607","pope",2
"3608","populations",2
"3609","por",2
"3610","porn",2
"3611","port",2
"3612","portion",2
"3613","portugal",2
"3614","positions",2
"3615","posted",2
"3616","poutine",2
"3617","powerhouse",2
"3618","pravda",2
"3619","pre",2
"3620","preaching",2
"3621","precedent",2
"3622","precipice",2
"3623","precisely",2
"3624","preemptive",2
"3625","prefer",2
"3626","prepares",2
"3627","preserve",2
"3628","presser",2
"3629","pressing",2
"3630","pretend",2
"3631","pretext",2
"3632","prevents",2
"3633","primary",2
"3634","prisoners",2
"3635","probable",2
"3636","proceeds",2
"3637","produce",2
"3638","production",2
"3639","products",2
"3640","profil",2
"3641","profiteer",2
"3642","projection",2
"3643","promised",2
"3644","promoted",2
"3645","promotes",2
"3646","propagandists",2
"3647","proper",2
"3648","properly",2
"3649","proposed",2
"3650","proputin",2
"3651","prorussia",2
"3652","protected",2
"3653","proven",2
"3654","publicity",2
"3655","publicly",2
"3656","publishes",2
"3657","pulled",2
"3658","pulls",2
"3659","pump",2
"3660","punish",2
"3661","pure",2
"3662","putinno",2
"3663","putinthis",2
"3664","putler",2
"3665","putsch",2
"3666","qatar",2
"3667","quick",2
"3668","quoi",2
"3669","quotes",2
"3670","raf",2
"3671","raging",2
"3672","rahoorkhuit",2
"3673","ramifications",2
"3674","ran",2
"3675","ranked",2
"3676","rape",2
"3677","rates",2
"3678","reached",2
"3679","reaches",2
"3680","reaching",2
"3681","reactions",2
"3682","readers",2
"3683","reaffirm",2
"3684","realise",2
"3685","reasoning",2
"3686","rebuild",2
"3687","rebuked",2
"3688","recall",2
"3689","recapture",2
"3690","receive",2
"3691","receiving",2
"3692","recession",2
"3693","recklessly",2
"3694","reclaim",2
"3695","recognize",2
"3696","recognized",2
"3697","recognizes",2
"3698","recover",2
"3699","recovering",2
"3700","redaktionssystem",2
"3701","reduce",2
"3702","referring",2
"3703","reflect",2
"3704","reflection",2
"3705","reform",2
"3706","refugee",2
"3707","refused",2
"3708","regard",2
"3709","regierung",2
"3710","related",2
"3711","relatives",2
"3712","releasing",2
"3713","religion",2
"3714","reluctant",2
"3715","remarks",2
"3716","removal",2
"3717","repeat",2
"3718","repeated",2
"3719","repeating",2
"3720","repelled",2
"3721","reportedly",2
"3722","reporter",2
"3723","reporters",2
"3724","representation",2
"3725","reputation",2
"3726","required",2
"3727","requires",2
"3728","rescue",2
"3729","reshaped",2
"3730","respected",2
"3731","responded",2
"3732","responses",2
"3733","results",2
"3734","retain",2
"3735","retaliate",2
"3736","retired",2
"3737","retirement",2
"3738","returned",2
"3739","reunited",2
"3740","reuters",2
"3741","review",2
"3742","revolution",2
"3743","ring",2
"3744","riots",2
"3745","rn",2
"3746","road",2
"3747","rogan",2
"3748","rolling",2
"3749","rome",2
"3750","room",2
"3751","roulette",2
"3752","round",2
"3753","royale",2
"3754","rubbish",2
"3755","rückgängig",2
"3756","ruin",2
"3757","rule",2
"3758","ruled",2
"3759","rupees",2
"3760","rus",2
"3761","russiaa",2
"3762","russiain",2
"3763","russianarmy",2
"3764","russianukraine",2
"3765","russianukrainian",2
"3766","russiathe",2
"3767","russiayou",2
"3768","russie",2
"3769","russisch",2
"3770","russische",2
"3771","sa",2
"3772","sabotage",2
"3773","safely",2
"3774","safer",2
"3775","saintpetersburg",2
"3776","salivating",2
"3777","salvo",2
"3778","sanction",2
"3779","sanders",2
"3780","sane",2
"3781","sanktionen",2
"3782","santa",2
"3783","saturdays",2
"3784","saudi",2
"3785","savedemocracynow",2
"3786","saving",2
"3787","saysno",2
"3788","scare",2
"3789","scheme",2
"3790","schickt",2
"3791","schwachstelle",2
"3792","score",2
"3793","scores",2
"3794","screwed",2
"3795","se",2
"3796","seal",2
"3797","secondly",2
"3798","secret",2
"3799","segregation",2
"3800","sei",2
"3801","seizing",2
"3802","seizure",2
"3803","selbst",2
"3804","selenskyj",2
"3805","selfdetermination",2
"3806","sen",2
"3807","senile",2
"3808","senior",2
"3809","sensible",2
"3810","sert",2
"3811","services",2
"3812","severely",2
"3813","shake",2
"3814","shambles",2
"3815","shameful",2
"3816","shameless",2
"3817","shattered",2
"3818","shifting",2
"3819","shipments",2
"3820","ships",2
"3821","shocked",2
"3822","shopping",2
"3823","shutdown",2
"3824","shuttle",2
"3825","sickening",2
"3826","się",2
"3827","signaling",2
"3828","singing",2
"3829","sink",2
"3830","sinn",2
"3831","sites",2
"3832","skifreestyler",2
"3833","skyrim",2
"3834","sleep",2
"3835","sleepy",2
"3836","slight",2
"3837","slightly",2
"3838","smart",2
"3839","smash",2
"3840","smiling",2
"3841","snipers",2
"3842","snow",2
"3843","soaring",2
"3844","socalled",2
"3845","soho",2
"3846","soldaten",2
"3847","soldier",2
"3848","solid",2
"3849","solider",2
"3850","sollte",2
"3851","solución",2
"3852","someday",2
"3853","someones",2
"3854","somewhat",2
"3855","somewhere",2
"3856","sotu",2
"3857","source",2
"3858","sources",2
"3859","souveräner",2
"3860","sowing",2
"3861","sowjetunion",2
"3862","später",2
"3863","speakers",2
"3864","specialist",2
"3865","specially",2
"3866","specifically",2
"3867","specter",2
"3868","spectre",2
"3869","speculation",2
"3870","speeches",2
"3871","speed",2
"3872","sphere",2
"3873","spies",2
"3874","spin",2
"3875","spiral",2
"3876","splendid",2
"3877","sport",2
"3878","spot",2
"3879","sprechen",2
"3880","spricht",2
"3881","squad",2
"3882","squashed",2
"3883","staaten",2
"3884","stabilize",2
"3885","staged",2
"3886","stake",2
"3887","stance",2
"3888","standpoint",2
"3889","standwithukriane",2
"3890","statements",2
"3891","stationed",2
"3892","statue",2
"3893","stays",2
"3894","stellt",2
"3895","stfu",2
"3896","sticking",2
"3897","sting",2
"3898","stoprussianaggression",2
"3899","stopthewar",2
"3900","straszne",2
"3901","strategischer",2
"3902","stream",2
"3903","streamed",2
"3904","struggling",2
"3905","style",2
"3906","subject",2
"3907","submit",2
"3908","subs",2
"3909","substack",2
"3910","successfully",2
"3911","suck",2
"3912","suegrayreport",2
"3913","suggestion",2
"3914","suggests",2
"3915","suit",2
"3916","sullivan",2
"3917","summary",2
"3918","sun",2
"3919","sunflowers",2
"3920","sung",2
"3921","superpower",2
"3922","supplying",2
"3923","supporters",2
"3924","supportukraine",2
"3925","supremacy",2
"3926","surge",2
"3927","surrounded",2
"3928","survival",2
"3929","suspicious",2
"3930","swallow",2
"3931","switch",2
"3932","tag",2
"3933","tage",2
"3934","tagen",2
"3935","taiwans",2
"3936","talibans",2
"3937","taylor",2
"3938","technology",2
"3939","tense",2
"3940","termed",2
"3941","terrifying",2
"3942","territoriale",2
"3943","terror",2
"3944","terrorizing",2
"3945","texas",2
"3946","thase",2
"3947","thatll",2
"3948","theater",2
"3949","thelema",2
"3950","thered",2
"3951","therefore",2
"3952","thieves",2
"3953","thr",2
"3954","throw",2
"3955","thug",2
"3956","thugs",2
"3957","tik",2
"3958","tiktok",2
"3959","timeusa",2
"3960","tiny",2
"3961","to",2
"3962","toecap",2
"3963","tok",2
"3964","tomb",2
"3965","tone",2
"3966","tons",2
"3967","tony",2
"3968","tools",2
"3969","torn",2
"3970","tornado",2
"3971","tortures",2
